Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
23,"B Motik","Representing and querying validity time in RDF and OWL: A logic-based approach",2010,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-17746-0_35","https://scholar.google.com/scholar?cites=4780397778748572672&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,23,2.56,23,1,9
252,"DJ McLernon, K Harrild, C Bergh, MJ Davies, ...","Clinical effectiveness of elective single versus double embryo transfer: meta-analysis of individual patient data from randomised trials",2010,"Bmj","bmj.com","https://www.bmj.com/content/341/bmj.c6945.full","https://scholar.google.com/scholar?cites=1944859304938356847&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,252,28.00,50,5,9
20,"F Cifuentes-Silva, C Sifaqui, ...","Towards an architecture and adoption process for linked data technologies in open government contexts: a case study for the library of congress of chile",2011,"Proceedings of the 7thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2063529","https://scholar.google.com/scholar?cites=7069386922962969956&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,20,2.50,7,3,8
0,"JH Hwang, Y Kim, H Choi, KG Lee","ATP degradation products as freshness indicator of flatfish during storage",,"Food Science and Biotechnology","Springer","https://link.springer.com/article/10.1007/s10068-019-00615-7","",26,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,4,
1,"N Jayaram","Towards Better Usability of Query Systems for Massive Ultra-heterogeneous Graphs: Novel Approaches of Query Formulation and Query Specification",2016,"","rc.library.uta.edu","https://rc.library.uta.edu/uta-ir/handle/10106/25764","https://scholar.google.com/scholar?cites=451358692138385597&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,1,0.33,1,1,3
78,"P Ravindra, HS Kim, K Anyanwu","An intermediate algebra for optimizing RDF graph pattern matching on MapReduce",2011,"Extended Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-21064-8_4","https://scholar.google.com/scholar?cites=1051856301949869855&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,78,9.75,26,3,8
43,"ST John, DD Klug","Structure and dynamics of liquid sulphur",1999,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.59.34","https://scholar.google.com/scholar?cites=15647243915316700824&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,43,2.15,22,2,20
27,"M Zeni, D Miorandi, F De Pellegrini","YOUStatAnalyzer: a tool for analysing the dynamics of YouTube content popularity",2013,"Proceedings of the 7th InternationalÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2631879","https://scholar.google.com/scholar?cites=3764167565647854087&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,27,4.50,9,3,6
16,"T Ebisu, R Ichise","Toruse: Knowledge graph embedding on a lie group",2018,"Thirty-Second AAAI Conference on ArtificialÂ â€¦","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewPaper/16227","https://scholar.google.com/scholar?cites=3247765891636539668&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,16,16.00,8,2,1
6,"H Thakkar, D Punjani, Y Keswani, J Lehmann, ...","A Stitch in Time Saves Nine--SPARQL querying of Property Graphs using Gremlin Traversals",2018,"arXiv preprint arXivÂ â€¦","arxiv.org","https://arxiv.org/abs/1801.02911","https://scholar.google.com/scholar?cites=3348941388471423160&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,6,6.00,1,5,1
35,"M Saleem, MR Kamdar, A Iqbal, S Sampath, ...","Big linked cancer data: Integrating linked tcga and pubmed",2014,"Web Semantics: ScienceÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570826814000523","https://scholar.google.com/scholar?cites=3857513227262334127&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,35,7.00,7,5,5
27,"P Hoefler, M Granitzer, EE Veas, C Seifert","Linked Data Query Wizard: A Novel Interface for Accessing SPARQL Endpoints.",2014,"LDOW","researchgate.net","https://www.researchgate.net/profile/Michael_Granitzer/publication/279953904_Linked_Data_Query_Wizard_A_Novel_Interface_for_Accessing_SPARQL_Endpoints/links/57716a2b08ae6219474a58ac.pdf","https://scholar.google.com/scholar?cites=131424369253664029&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","PDF","","","",,,,,27,5.40,7,4,5
49,"D Garijo, Y Gil","Augmenting prov with plans in p-plan: scientific processes as linked data",2012,"","oa.upm.es","http://oa.upm.es/id/eprint/19478","https://scholar.google.com/scholar?cites=14260193896024197261&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,49,7.00,25,2,7
18,"Y WU, Y DU, X WANG, X YOU","Lod-based Algorithm of Tin Model for Large Terrain Simulation [J]",2005,"Acta Simulata Systematica Sinica","en.cnki.com.cn","http://en.cnki.com.cn/Article_en/CJFDTOTAL-XTFZ200503017.htm","https://scholar.google.com/scholar?cites=8631556078930550364&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,18,1.29,5,4,14
26,"M Abel, LAL Silva, JA Campbell, LF De Ros","Knowledge acquisition and interpretation problem-solving methods for visual expertise: S study of petroleum-reservoir evaluation",2005,"Journal of Petroleum ScienceÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S0920410505000161","https://scholar.google.com/scholar?cites=13024164838378250746&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,26,1.86,7,4,14
1057,"S Decker, S Melnik, F Van Harmelen, ...","The semantic web: The roles of XML and RDF",2000,"IEEE InternetÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/877487/","https://scholar.google.com/scholar?cites=7543542457295274140&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,1057,55.63,264,4,19
98,"SW Berrick, G Leptoukh, JD Farley, ...","Giovanni: a web service workflow-based data visualization and analysis system",2008,"IEEE Transactions onÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4689359/","https://scholar.google.com/scholar?cites=16781049344978631850&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,98,8.91,25,4,11
6,"T Knap, P HaneÄÃ¡k, J KlÃ­mek, C Mader, ...","UnifiedViews: an ETL tool for RDF data management",2018,"SemanticÂ â€¦","content.iospress.com","https://content.iospress.com/articles/semantic-web/sw291","https://scholar.google.com/scholar?cites=8785894687530541762&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,6,6.00,1,5,1
21,"J Gong, Q Zhu, R Zhong, Y Zhang, ...","An efficient point cloud management method based on a 3D R-tree",2012,"â€¦Â Engineering & RemoteÂ â€¦","ingentaconnect.com","https://www.ingentaconnect.com/content/asprs/pers/2012/00000078/00000004/art00007","https://scholar.google.com/scholar?cites=10333814457609094940&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,21,3.00,4,5,7
216,"O GÃ¶rlitz, S Staab","Splendid: Sparql endpoint federation exploiting void descriptions",2011,"â€¦Â of the Second International Conference onÂ â€¦","files.ifi.uzh.ch","https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/pps/web/iswc2011.semanticweb.org/fileadmin/iswc/Papers/Workshops/COLD/GoerlitzAndStaab_COLD2011.pdf","https://scholar.google.com/scholar?cites=12456132668650018725&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","PDF","","","",,,,,216,27.00,108,2,8
147,"JM Abowd, SD Woodcock","Disclosure limitation in longitudinal linked data",2001,"â€¦Â , Disclosure, and Data AccessÂ â€¦","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/c9f8/dded40ab02a34a107f0cfac6394b64992c67.pdf","https://scholar.google.com/scholar?cites=15126435524086707669&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","PDF","","","",,,,,147,8.17,74,2,18
0,"D Moldovan, C Pop, M Antal, T Cioara, ...","SWAG: Semantic web application generator-a library for using ontologies as web services",2016,"2016 IEEE 12thÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7737130/","",26,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,5,3
6,"S Gao, D Dell'Aglio, S Dehghanzadeh, ...","Planning ahead: Stream-driven linked-data access under update-budget constraints",2016,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-46523-4_16","https://scholar.google.com/scholar?cites=2129802220788958687&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,6,2.00,2,4,3
2,"M Ringsquandl, S Lamparter, R Lepratti, ...","Knowledge Fusion of Manufacturing Operations Data Using Representation Learning",2017,"â€¦Â Conference on AdvancesÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-66926-7_35","https://scholar.google.com/scholar?cites=7004998588529392258&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,2,1.00,1,4,2
3,"T Steiner, R Verborgh","Disaster monitoring with Wikipedia and online social networking sites: structured data and linked data fragments to the rescue?",2015,"2015 AAAI Spring Symposium Series","aaai.org","https://www.aaai.org/ocs/index.php/SSS/SSS15/paper/viewPaper/10272","https://scholar.google.com/scholar?cites=5338726341623347398&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,3,0.75,2,2,4
45,"U Hammesfahr, A Kotzerke, M LamshÃ¶ft, ...","Effects of sulfadiazine-contaminated fresh and stored manure on a soil microbial community",2011,"European journal of soilÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1164556310000786","https://scholar.google.com/scholar?cites=12293069954470287729&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,45,5.63,11,4,8
14,"G Montoya, LD IbÃ¡Ã±ez, H Skaf-Molli, P Molli, ...","Semlav: Local-as-view mediation for sparql queries",2014,"Transactions on LargeÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-54426-2_2","https://scholar.google.com/scholar?cites=1379789753583505593&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,14,2.80,3,5,5
32,"Z Khan, Z Pervez, A Ghafoor","Towards cloud based smart cities data security and privacy management",2014,"2014 IEEE/ACM 7th InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7027598/","https://scholar.google.com/scholar?cites=10043787901418746436&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,32,6.40,11,3,5
64,"J Broekstra, M Klein, S Decker, D Fensel, ...","Adding formal semantics to the Web building on top of RDF Schema",2000,"In Proc. of the ECDLÂ â€¦","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.37.806","https://scholar.google.com/scholar?cites=12667573373574842531&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,64,3.37,13,5,19
19,"X Zhang, J Van den Bussche","On the primitivity of operators in SPARQL",2014,"Information Processing Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S002001901400057X","https://scholar.google.com/scholar?cites=7725575797823110612&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,19,3.80,10,2,5
52,"NA Rakhmawati, J Umbrich, M Karnstedt, ...","Querying over Federated SPARQL Endpoints---A State of the Art Survey",2013,"arXiv preprint arXivÂ â€¦","arxiv.org","https://arxiv.org/abs/1306.1723","https://scholar.google.com/scholar?cites=732419322128616855&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,52,8.67,13,4,6
69,"DA Smith, A Owens, A Russell, C Harris, ...","The evolving mSpace platform: leveraging the Semantic Web on the Trail of the Memex",2005,"Proceedings of theÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1083391","https://scholar.google.com/scholar?cites=16626201235157920570&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,69,4.93,14,5,14
0,"R Vdovjak, GJ Houben, ...","Towards distributed RDF querying",2004,"â€¦Â -Belgian Database DayÂ â€¦","adrem.uantwerpen.be","http://adrem.uantwerpen.be/sites/default/files/slides/dbdag/slidesrvdovjak.pdf","",26,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,3,15
10,"S Shekarpour, KM Endris, A Jaya Kumar, ...","Question answering on linked data: Challenges and future directions",2016,"Proceedings of the 25thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2890571","https://scholar.google.com/scholar?cites=16256148662320625979&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,10,3.33,3,4,3
42,"AM Khattak, K Latif, S Lee","Change management in evolving web ontologies",2013,"Knowledge-Based Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950705112001323","https://scholar.google.com/scholar?cites=13652249902051576728&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,42,7.00,14,3,6
53,"K Lohmann-Hedrich, A Neumann, A Kleensang, ...","Evidence for linkage of restless legs syndrome to chromosome 9p: are there two distinct loci?",2008,"Neurology","AAN Enterprises","https://n.neurology.org/content/70/9/686.short","https://scholar.google.com/scholar?cites=671419750696061894&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,53,4.82,13,4,11
482,"G Taylor, A McNeill, A Girling, A Farley, ...","Change in mental health after smoking cessation: systematic review and meta-analysis",2014,"Bmj","bmj.com","https://www.bmj.com/content/348/bmj.g1151.full","https://scholar.google.com/scholar?cites=16543300492038692899&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,482,96.40,96,5,5
520,"F Clerget-Darpoux, C Bonaiti-Pellie, J Hochez","Effects of misspecifying genetic parameters in lod score analysis",1986,"Biometrics","JSTOR","https://www.jstor.org/stable/2531059?casa_token=asfhKwMoMzsAAAAA:LE4dtDob6xXqUF64KrXa4nJiHELY6l587pL4w1QXewtXViIYy_VA1l8ayKYOanwpCAqSyalSFjCiXpwiJub5LMVh1Lp8GlJhe9U-WJTnuqyufSnC4UYRxQ","https://scholar.google.com/scholar?cites=6674943306546668678&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,520,15.76,173,3,33
2,"V GutiÃ©rrez-Basulto, S Schockaert","From knowledge graph embedding to ontology embedding: Region based representations of relational structures",2018,"arXiv preprint arXiv:1805.10461","arxiv.org","https://arxiv.org/abs/1805.10461","https://scholar.google.com/scholar?cites=3699275547885179126&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,2,2.00,1,2,1
83,"T Berners-Lee, J Hollenbach, K Lu, J Presbrey, ...","Tabulator redux: Browsing and writing linked data",2008,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.112.1782","https://scholar.google.com/scholar?cites=9739162560767437697&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,83,7.55,17,5,11
57,"AJ Tatem","WorldPop, open data for spatial demography",2017,"Scientific data","nature.com","https://www.nature.com/articles/sdata20174","https://scholar.google.com/scholar?cites=2833866034200862268&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","HTML","","","",,,,,57,28.50,57,1,2
6,"C Meng, SC Mouli, B Ribeiro, J Neville","Subgraph pattern neural networks for high-order graph evolution prediction",2018,"Thirty-Second AAAI Conference onÂ â€¦","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewPaper/16941","https://scholar.google.com/scholar?cites=9778514747613527529&as_sdt=2005&sciodt=0,5&hl=en",26,"2019-07-21 18:19:59","","","","",,,,,6,6.00,2,4,1
3,"G Bakal, P Talari, EV Kakani, R Kavuluru","Exploiting semantic patterns over biomedical knowledge graphs for predicting treatment and causative relations",2018,"Journal of biomedical informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1532046418300868","https://scholar.google.com/scholar?cites=17454557998786218500&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","HTML","","","",,,,,3,3.00,1,4,1
7,"X Zhu, B Yang, X Guan","Cross-layer scheduling with secrecy demands in delay-aware OFDMA network",2013,"2013 IEEE Wireless CommunicationsÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6554758/","https://scholar.google.com/scholar?cites=3313887758446107323&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,7,1.17,2,3,6
337,"HL RÃ¶st, G Rosenberger, P Navarro, L Gillet, ...","OpenSWATH enables automated, targeted analysis of data-independent acquisition MS data",2014,"NatureÂ â€¦","nature.com","https://www.nature.com/nbt/journal/v32/n3/full/nbt.2841.html","https://scholar.google.com/scholar?cites=573808226962174460&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,337,67.40,67,5,5
4,"P Schielke","Issues in instruction scheduling",1998,"","scholarship.rice.edu","https://scholarship.rice.edu/handle/1911/96498","https://scholar.google.com/scholar?cites=17971661424254566307&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,4,0.19,4,1,21
42,"JM Alvarez, JE Labra, F Cifuentes, ...","â€¦Â a pan-european e-procurement platform to aggregate, publish and search public procurement notices powered by Linked Open Data: the MOLDEAS approach",2012,"â€¦Â Journal of SoftwareÂ â€¦","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218194012400086","https://scholar.google.com/scholar?cites=7216934174437909972&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,42,6.00,11,4,7
47,"M Janssen, E Estevez, T Janowski","Interoperability in big, open, and linked data-organizational maturity, capabilities, and data portfolios.",2014,"IEEE Computer","computer.org","https://www.computer.org/csdl/mags/co/2014/10/mco2014100044.html","https://scholar.google.com/scholar?cites=16440090300316410117&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,47,9.40,16,3,5
31,"O Hartig, B Thompson","Foundations of an alternative approach to reification in RDF",2014,"arXiv preprint arXiv:1406.3399","arxiv.org","https://arxiv.org/abs/1406.3399","https://scholar.google.com/scholar?cites=13734208864591175511&as_sdt=2005&sciodt=0,5&hl=en",27,"2019-07-21 18:19:59","","","","",,,,,31,6.20,16,2,5
